属性标识符,时间(ms),时间,属性值,原始JSON
CO2Value,1780276919249,2026-06-01 09:21:59,469,"{""time"": 1780276919249, ""value"": ""469""}"
CO2Value,1780276924244,2026-06-01 09:22:04,469,"{""time"": 1780276924244, ""value"": ""469""}"
CO2Value,1780276929337,2026-06-01 09:22:09,469,"{""time"": 1780276929337, ""value"": ""469""}"
CO2Value,1780276934254,2026-06-01 09:22:14,468,"{""time"": 1780276934254, ""value"": ""468""}"
CO2Value,1780276939330,2026-06-01 09:22:19,466,"{""time"": 1780276939330, ""value"": ""466""}"
CO2Value,1780276944249,2026-06-01 09:22:24,465,"{""time"": 1780276944249, ""value"": ""465""}"
CO2Value,1780276949266,2026-06-01 09:22:29,466,"{""time"": 1780276949266, ""value"": ""466""}"
CO2Value,1780276954241,2026-06-01 09:22:34,466,"{""time"": 1780276954241, ""value"": ""466""}"
CO2Value,1780276959269,2026-06-01 09:22:39,464,"{""time"": 1780276959269, ""value"": ""464""}"
CO2Value,1780276964330,2026-06-01 09:22:44,465,"{""time"": 1780276964330, ""value"": ""465""}"
CO2Value,1780276969239,2026-06-01 09:22:49,463,"{""time"": 1780276969239, ""value"": ""463""}"
CO2Value,1780276974244,2026-06-01 09:22:54,464,"{""time"": 1780276974244, ""value"": ""464""}"
CO2Value,1780276979254,2026-06-01 09:22:59,463,"{""time"": 1780276979254, ""value"": ""463""}"
CO2Value,1780276984249,2026-06-01 09:23:04,464,"{""time"": 1780276984249, ""value"": ""464""}"
CO2Value,1780276989247,2026-06-01 09:23:09,463,"{""time"": 1780276989247, ""value"": ""463""}"
CO2Value,1780276994237,2026-06-01 09:23:14,465,"{""time"": 1780276994237, ""value"": ""465""}"
CO2Value,1780276999250,2026-06-01 09:23:19,465,"{""time"": 1780276999250, ""value"": ""465""}"
CO2Value,1780277004250,2026-06-01 09:23:24,463,"{""time"": 1780277004250, ""value"": ""463""}"
CO2Value,1780277009248,2026-06-01 09:23:29,462,"{""time"": 1780277009248, ""value"": ""462""}"
CO2Value,1780277014238,2026-06-01 09:23:34,461,"{""time"": 1780277014238, ""value"": ""461""}"
CO2Value,1780277019250,2026-06-01 09:23:39,459,"{""time"": 1780277019250, ""value"": ""459""}"
CO2Value,1780277024260,2026-06-01 09:23:44,460,"{""time"": 1780277024260, ""value"": ""460""}"
CO2Value,1780277029238,2026-06-01 09:23:49,460,"{""time"": 1780277029238, ""value"": ""460""}"
CO2Value,1780277034251,2026-06-01 09:23:54,459,"{""time"": 1780277034251, ""value"": ""459""}"
CO2Value,1780277039250,2026-06-01 09:23:59,458,"{""time"": 1780277039250, ""value"": ""458""}"
CO2Value,1780277044252,2026-06-01 09:24:04,458,"{""time"": 1780277044252, ""value"": ""458""}"
CO2Value,1780277049246,2026-06-01 09:24:09,459,"{""time"": 1780277049246, ""value"": ""459""}"
CO2Value,1780277054253,2026-06-01 09:24:14,459,"{""time"": 1780277054253, ""value"": ""459""}"
CO2Value,1780277059245,2026-06-01 09:24:19,461,"{""time"": 1780277059245, ""value"": ""461""}"
CO2Value,1780277064264,2026-06-01 09:24:24,460,"{""time"": 1780277064264, ""value"": ""460""}"
CO2Value,1780277069253,2026-06-01 09:24:29,462,"{""time"": 1780277069253, ""value"": ""462""}"
CO2Value,1780277074250,2026-06-01 09:24:34,460,"{""time"": 1780277074250, ""value"": ""460""}"
CO2Value,1780277079236,2026-06-01 09:24:39,461,"{""time"": 1780277079236, ""value"": ""461""}"
CO2Value,1780277084237,2026-06-01 09:24:44,461,"{""time"": 1780277084237, ""value"": ""461""}"
CO2Value,1780277089244,2026-06-01 09:24:49,462,"{""time"": 1780277089244, ""value"": ""462""}"
CO2Value,1780277094248,2026-06-01 09:24:54,459,"{""time"": 1780277094248, ""value"": ""459""}"
CO2Value,1780277099250,2026-06-01 09:24:59,460,"{""time"": 1780277099250, ""value"": ""460""}"
CO2Value,1780277104234,2026-06-01 09:25:04,460,"{""time"": 1780277104234, ""value"": ""460""}"
CO2Value,1780277109254,2026-06-01 09:25:09,460,"{""time"": 1780277109254, ""value"": ""460""}"
CO2Value,1780277114338,2026-06-01 09:25:14,460,"{""time"": 1780277114338, ""value"": ""460""}"
CO2Value,1780277119249,2026-06-01 09:25:19,459,"{""time"": 1780277119249, ""value"": ""459""}"
CO2Value,1780277124252,2026-06-01 09:25:24,457,"{""time"": 1780277124252, ""value"": ""457""}"
CO2Value,1780277129248,2026-06-01 09:25:29,460,"{""time"": 1780277129248, ""value"": ""460""}"
CO2Value,1780277134250,2026-06-01 09:25:34,459,"{""time"": 1780277134250, ""value"": ""459""}"
CO2Value,1780277139238,2026-06-01 09:25:39,460,"{""time"": 1780277139238, ""value"": ""460""}"
CO2Value,1780277144252,2026-06-01 09:25:44,461,"{""time"": 1780277144252, ""value"": ""461""}"
CO2Value,1780277149240,2026-06-01 09:25:49,461,"{""time"": 1780277149240, ""value"": ""461""}"
CO2Value,1780277154280,2026-06-01 09:25:54,462,"{""time"": 1780277154280, ""value"": ""462""}"
CO2Value,1780277159239,2026-06-01 09:25:59,466,"{""time"": 1780277159239, ""value"": ""466""}"
CO2Value,1780277164295,2026-06-01 09:26:04,465,"{""time"": 1780277164295, ""value"": ""465""}"
CO2Value,1780277169244,2026-06-01 09:26:09,464,"{""time"": 1780277169244, ""value"": ""464""}"
CO2Value,1780277174255,2026-06-01 09:26:14,465,"{""time"": 1780277174255, ""value"": ""465""}"
CO2Value,1780277179240,2026-06-01 09:26:19,466,"{""time"": 1780277179240, ""value"": ""466""}"
CO2Value,1780277184252,2026-06-01 09:26:24,466,"{""time"": 1780277184252, ""value"": ""466""}"
CO2Value,1780277189240,2026-06-01 09:26:29,466,"{""time"": 1780277189240, ""value"": ""466""}"
CO2Value,1780277194374,2026-06-01 09:26:34,466,"{""time"": 1780277194374, ""value"": ""466""}"
CO2Value,1780277199241,2026-06-01 09:26:39,467,"{""time"": 1780277199241, ""value"": ""467""}"
CO2Value,1780277204254,2026-06-01 09:26:44,468,"{""time"": 1780277204254, ""value"": ""468""}"
CO2Value,1780277209242,2026-06-01 09:26:49,466,"{""time"": 1780277209242, ""value"": ""466""}"
CO2Value,1780277214394,2026-06-01 09:26:54,467,"{""time"": 1780277214394, ""value"": ""467""}"
CO2Value,1780277219234,2026-06-01 09:26:59,468,"{""time"": 1780277219234, ""value"": ""468""}"
CO2Value,1780277224260,2026-06-01 09:27:04,469,"{""time"": 1780277224260, ""value"": ""469""}"
CO2Value,1780277229262,2026-06-01 09:27:09,468,"{""time"": 1780277229262, ""value"": ""468""}"
CO2Value,1780277234241,2026-06-01 09:27:14,468,"{""time"": 1780277234241, ""value"": ""468""}"
CO2Value,1780277239231,2026-06-01 09:27:19,468,"{""time"": 1780277239231, ""value"": ""468""}"
CO2Value,1780277244247,2026-06-01 09:27:24,468,"{""time"": 1780277244247, ""value"": ""468""}"
CO2Value,1780277249230,2026-06-01 09:27:29,469,"{""time"": 1780277249230, ""value"": ""469""}"
CO2Value,1780277254240,2026-06-01 09:27:34,470,"{""time"": 1780277254240, ""value"": ""470""}"
CO2Value,1780277259233,2026-06-01 09:27:39,469,"{""time"": 1780277259233, ""value"": ""469""}"
CO2Value,1780277264246,2026-06-01 09:27:44,470,"{""time"": 1780277264246, ""value"": ""470""}"
CO2Value,1780277269228,2026-06-01 09:27:49,469,"{""time"": 1780277269228, ""value"": ""469""}"
CO2Value,1780277274243,2026-06-01 09:27:54,470,"{""time"": 1780277274243, ""value"": ""470""}"
CO2Value,1780277279238,2026-06-01 09:27:59,473,"{""time"": 1780277279238, ""value"": ""473""}"
CO2Value,1780277284268,2026-06-01 09:28:04,472,"{""time"": 1780277284268, ""value"": ""472""}"
CO2Value,1780277289226,2026-06-01 09:28:09,469,"{""time"": 1780277289226, ""value"": ""469""}"
CO2Value,1780277294238,2026-06-01 09:28:14,469,"{""time"": 1780277294238, ""value"": ""469""}"
CO2Value,1780277299235,2026-06-01 09:28:19,466,"{""time"": 1780277299235, ""value"": ""466""}"
CO2Value,1780277304250,2026-06-01 09:28:24,469,"{""time"": 1780277304250, ""value"": ""469""}"
CO2Value,1780277309226,2026-06-01 09:28:29,468,"{""time"": 1780277309226, ""value"": ""468""}"
CO2Value,1780277314250,2026-06-01 09:28:34,469,"{""time"": 1780277314250, ""value"": ""469""}"
CO2Value,1780277319251,2026-06-01 09:28:39,470,"{""time"": 1780277319251, ""value"": ""470""}"
CO2Value,1780277324245,2026-06-01 09:28:44,465,"{""time"": 1780277324245, ""value"": ""465""}"
CO2Value,1780277329226,2026-06-01 09:28:49,466,"{""time"": 1780277329226, ""value"": ""466""}"
CO2Value,1780277334248,2026-06-01 09:28:54,465,"{""time"": 1780277334248, ""value"": ""465""}"
CO2Value,1780277339234,2026-06-01 09:28:59,465,"{""time"": 1780277339234, ""value"": ""465""}"
CO2Value,1780277344303,2026-06-01 09:29:04,465,"{""time"": 1780277344303, ""value"": ""465""}"
CO2Value,1780277349224,2026-06-01 09:29:09,466,"{""time"": 1780277349224, ""value"": ""466""}"
CO2Value,1780277354249,2026-06-01 09:29:14,466,"{""time"": 1780277354249, ""value"": ""466""}"
CO2Value,1780277359234,2026-06-01 09:29:19,468,"{""time"": 1780277359234, ""value"": ""468""}"
CO2Value,1780277364248,2026-06-01 09:29:24,469,"{""time"": 1780277364248, ""value"": ""469""}"
CO2Value,1780277369233,2026-06-01 09:29:29,468,"{""time"": 1780277369233, ""value"": ""468""}"
CO2Value,1780277374253,2026-06-01 09:29:34,466,"{""time"": 1780277374253, ""value"": ""466""}"
CO2Value,1780277379236,2026-06-01 09:29:39,467,"{""time"": 1780277379236, ""value"": ""467""}"
CO2Value,1780277384234,2026-06-01 09:29:44,466,"{""time"": 1780277384234, ""value"": ""466""}"
CO2Value,1780277389225,2026-06-01 09:29:49,466,"{""time"": 1780277389225, ""value"": ""466""}"
CO2Value,1780277394250,2026-06-01 09:29:54,466,"{""time"": 1780277394250, ""value"": ""466""}"
CO2Value,1780277399239,2026-06-01 09:29:59,467,"{""time"": 1780277399239, ""value"": ""467""}"
CO2Value,1780277404244,2026-06-01 09:30:04,470,"{""time"": 1780277404244, ""value"": ""470""}"
CO2Value,1780277409225,2026-06-01 09:30:09,471,"{""time"": 1780277409225, ""value"": ""471""}"
CO2Value,1780277414257,2026-06-01 09:30:14,470,"{""time"": 1780277414257, ""value"": ""470""}"
CO2Value,1780277419241,2026-06-01 09:30:19,470,"{""time"": 1780277419241, ""value"": ""470""}"
CO2Value,1780277424283,2026-06-01 09:30:24,470,"{""time"": 1780277424283, ""value"": ""470""}"
CO2Value,1780277429259,2026-06-01 09:30:29,470,"{""time"": 1780277429259, ""value"": ""470""}"
CO2Value,1780277434251,2026-06-01 09:30:34,469,"{""time"": 1780277434251, ""value"": ""469""}"
CO2Value,1780277439242,2026-06-01 09:30:39,470,"{""time"": 1780277439242, ""value"": ""470""}"
CO2Value,1780277444253,2026-06-01 09:30:44,469,"{""time"": 1780277444253, ""value"": ""469""}"
CO2Value,1780277449242,2026-06-01 09:30:49,469,"{""time"": 1780277449242, ""value"": ""469""}"
CO2Value,1780277454253,2026-06-01 09:30:54,469,"{""time"": 1780277454253, ""value"": ""469""}"
CO2Value,1780277459244,2026-06-01 09:30:59,466,"{""time"": 1780277459244, ""value"": ""466""}"
CO2Value,1780277464258,2026-06-01 09:31:04,466,"{""time"": 1780277464258, ""value"": ""466""}"
CO2Value,1780277469240,2026-06-01 09:31:09,467,"{""time"": 1780277469240, ""value"": ""467""}"
CO2Value,1780277474255,2026-06-01 09:31:14,468,"{""time"": 1780277474255, ""value"": ""468""}"
CO2Value,1780277479242,2026-06-01 09:31:19,467,"{""time"": 1780277479242, ""value"": ""467""}"
CO2Value,1780277484438,2026-06-01 09:31:24,464,"{""time"": 1780277484438, ""value"": ""464""}"
CO2Value,1780277489258,2026-06-01 09:31:29,464,"{""time"": 1780277489258, ""value"": ""464""}"
CO2Value,1780277494248,2026-06-01 09:31:34,465,"{""time"": 1780277494248, ""value"": ""465""}"
CO2Value,1780277499238,2026-06-01 09:31:39,466,"{""time"": 1780277499238, ""value"": ""466""}"
CO2Value,1780277504247,2026-06-01 09:31:44,464,"{""time"": 1780277504247, ""value"": ""464""}"
CO2Value,1780277509237,2026-06-01 09:31:49,462,"{""time"": 1780277509237, ""value"": ""462""}"
CO2Value,1780277514246,2026-06-01 09:31:54,463,"{""time"": 1780277514246, ""value"": ""463""}"
CO2Value,1780277519259,2026-06-01 09:31:59,465,"{""time"": 1780277519259, ""value"": ""465""}"
CO2Value,1780277524244,2026-06-01 09:32:04,465,"{""time"": 1780277524244, ""value"": ""465""}"
CO2Value,1780277529231,2026-06-01 09:32:09,463,"{""time"": 1780277529231, ""value"": ""463""}"
CO2Value,1780277534255,2026-06-01 09:32:14,462,"{""time"": 1780277534255, ""value"": ""462""}"
CO2Value,1780277539239,2026-06-01 09:32:19,463,"{""time"": 1780277539239, ""value"": ""463""}"
CO2Value,1780277544240,2026-06-01 09:32:24,463,"{""time"": 1780277544240, ""value"": ""463""}"
CO2Value,1780277549228,2026-06-01 09:32:29,465,"{""time"": 1780277549228, ""value"": ""465""}"
CO2Value,1780277554378,2026-06-01 09:32:34,465,"{""time"": 1780277554378, ""value"": ""465""}"
CO2Value,1780277559228,2026-06-01 09:32:39,468,"{""time"": 1780277559228, ""value"": ""468""}"
CO2Value,1780277564246,2026-06-01 09:32:44,469,"{""time"": 1780277564246, ""value"": ""469""}"
CO2Value,1780277569225,2026-06-01 09:32:49,469,"{""time"": 1780277569225, ""value"": ""469""}"
CO2Value,1780277574231,2026-06-01 09:32:54,471,"{""time"": 1780277574231, ""value"": ""471""}"
CO2Value,1780277579235,2026-06-01 09:32:59,471,"{""time"": 1780277579235, ""value"": ""471""}"
CO2Value,1780277584239,2026-06-01 09:33:04,473,"{""time"": 1780277584239, ""value"": ""473""}"
CO2Value,1780277589233,2026-06-01 09:33:09,473,"{""time"": 1780277589233, ""value"": ""473""}"
CO2Value,1780277594236,2026-06-01 09:33:14,473,"{""time"": 1780277594236, ""value"": ""473""}"
CO2Value,1780277599223,2026-06-01 09:33:19,471,"{""time"": 1780277599223, ""value"": ""471""}"
CO2Value,1780277604253,2026-06-01 09:33:24,473,"{""time"": 1780277604253, ""value"": ""473""}"
CO2Value,1780277609214,2026-06-01 09:33:29,473,"{""time"": 1780277609214, ""value"": ""473""}"
CO2Value,1780277614232,2026-06-01 09:33:34,473,"{""time"": 1780277614232, ""value"": ""473""}"
CO2Value,1780277619214,2026-06-01 09:33:39,470,"{""time"": 1780277619214, ""value"": ""470""}"
CO2Value,1780277624220,2026-06-01 09:33:44,472,"{""time"": 1780277624220, ""value"": ""472""}"
CO2Value,1780277629223,2026-06-01 09:33:49,472,"{""time"": 1780277629223, ""value"": ""472""}"
CO2Value,1780277634240,2026-06-01 09:33:54,474,"{""time"": 1780277634240, ""value"": ""474""}"
CO2Value,1780277639223,2026-06-01 09:33:59,473,"{""time"": 1780277639223, ""value"": ""473""}"
CO2Value,1780277644219,2026-06-01 09:34:04,470,"{""time"": 1780277644219, ""value"": ""470""}"
CO2Value,1780277649214,2026-06-01 09:34:09,468,"{""time"": 1780277649214, ""value"": ""468""}"
CO2Value,1780277654219,2026-06-01 09:34:14,468,"{""time"": 1780277654219, ""value"": ""468""}"
CO2Value,1780277659223,2026-06-01 09:34:19,470,"{""time"": 1780277659223, ""value"": ""470""}"
CO2Value,1780277664289,2026-06-01 09:34:24,471,"{""time"": 1780277664289, ""value"": ""471""}"
CO2Value,1780277669213,2026-06-01 09:34:29,471,"{""time"": 1780277669213, ""value"": ""471""}"
CO2Value,1780277674361,2026-06-01 09:34:34,470,"{""time"": 1780277674361, ""value"": ""470""}"
CO2Value,1780277679212,2026-06-01 09:34:39,469,"{""time"": 1780277679212, ""value"": ""469""}"
CO2Value,1780277684220,2026-06-01 09:34:44,471,"{""time"": 1780277684220, ""value"": ""471""}"
CO2Value,1780277689307,2026-06-01 09:34:49,470,"{""time"": 1780277689307, ""value"": ""470""}"
CO2Value,1780277694220,2026-06-01 09:34:54,469,"{""time"": 1780277694220, ""value"": ""469""}"
CO2Value,1780277699237,2026-06-01 09:34:59,470,"{""time"": 1780277699237, ""value"": ""470""}"
CO2Value,1780277704230,2026-06-01 09:35:04,471,"{""time"": 1780277704230, ""value"": ""471""}"
CO2Value,1780277709227,2026-06-01 09:35:09,471,"{""time"": 1780277709227, ""value"": ""471""}"
CO2Value,1780277714232,2026-06-01 09:35:14,470,"{""time"": 1780277714232, ""value"": ""470""}"
CO2Value,1780277719231,2026-06-01 09:35:19,469,"{""time"": 1780277719231, ""value"": ""469""}"
CO2Value,1780277724226,2026-06-01 09:35:24,467,"{""time"": 1780277724226, ""value"": ""467""}"
CO2Value,1780277729234,2026-06-01 09:35:29,467,"{""time"": 1780277729234, ""value"": ""467""}"
CO2Value,1780277734275,2026-06-01 09:35:34,468,"{""time"": 1780277734275, ""value"": ""468""}"
CO2Value,1780277739230,2026-06-01 09:35:39,468,"{""time"": 1780277739230, ""value"": ""468""}"
CO2Value,1780277744236,2026-06-01 09:35:44,469,"{""time"": 1780277744236, ""value"": ""469""}"
CO2Value,1780277749242,2026-06-01 09:35:49,468,"{""time"": 1780277749242, ""value"": ""468""}"
CO2Value,1780277754240,2026-06-01 09:35:54,470,"{""time"": 1780277754240, ""value"": ""470""}"
CO2Value,1780277759231,2026-06-01 09:35:59,469,"{""time"": 1780277759231, ""value"": ""469""}"
CO2Value,1780277764263,2026-06-01 09:36:04,471,"{""time"": 1780277764263, ""value"": ""471""}"
CO2Value,1780277769233,2026-06-01 09:36:09,472,"{""time"": 1780277769233, ""value"": ""472""}"
CO2Value,1780277774238,2026-06-01 09:36:14,470,"{""time"": 1780277774238, ""value"": ""470""}"
CO2Value,1780277779229,2026-06-01 09:36:19,469,"{""time"": 1780277779229, ""value"": ""469""}"
CO2Value,1780277784240,2026-06-01 09:36:24,469,"{""time"": 1780277784240, ""value"": ""469""}"
CO2Value,1780277789229,2026-06-01 09:36:29,470,"{""time"": 1780277789229, ""value"": ""470""}"
CO2Value,1780277794228,2026-06-01 09:36:34,472,"{""time"": 1780277794228, ""value"": ""472""}"
CO2Value,1780277799228,2026-06-01 09:36:39,472,"{""time"": 1780277799228, ""value"": ""472""}"
CO2Value,1780277804235,2026-06-01 09:36:44,469,"{""time"": 1780277804235, ""value"": ""469""}"
CO2Value,1780277809226,2026-06-01 09:36:49,469,"{""time"": 1780277809226, ""value"": ""469""}"
CO2Value,1780277814230,2026-06-01 09:36:54,468,"{""time"": 1780277814230, ""value"": ""468""}"
CO2Value,1780277819233,2026-06-01 09:36:59,469,"{""time"": 1780277819233, ""value"": ""469""}"
CO2Value,1780277824235,2026-06-01 09:37:04,468,"{""time"": 1780277824235, ""value"": ""468""}"
CO2Value,1780277829242,2026-06-01 09:37:09,469,"{""time"": 1780277829242, ""value"": ""469""}"
CO2Value,1780277834240,2026-06-01 09:37:14,470,"{""time"": 1780277834240, ""value"": ""470""}"
CO2Value,1780277839219,2026-06-01 09:37:19,468,"{""time"": 1780277839219, ""value"": ""468""}"
CO2Value,1780277844240,2026-06-01 09:37:24,467,"{""time"": 1780277844240, ""value"": ""467""}"
CO2Value,1780277849286,2026-06-01 09:37:29,466,"{""time"": 1780277849286, ""value"": ""466""}"
CO2Value,1780277854238,2026-06-01 09:37:34,466,"{""time"": 1780277854238, ""value"": ""466""}"
CO2Value,1780277859218,2026-06-01 09:37:39,465,"{""time"": 1780277859218, ""value"": ""465""}"
CO2Value,1780277864245,2026-06-01 09:37:44,466,"{""time"": 1780277864245, ""value"": ""466""}"
CO2Value,1780277869216,2026-06-01 09:37:49,464,"{""time"": 1780277869216, ""value"": ""464""}"
CO2Value,1780277874231,2026-06-01 09:37:54,463,"{""time"": 1780277874231, ""value"": ""463""}"
CO2Value,1780277879258,2026-06-01 09:37:59,462,"{""time"": 1780277879258, ""value"": ""462""}"
CO2Value,1780277884230,2026-06-01 09:38:04,462,"{""time"": 1780277884230, ""value"": ""462""}"
CO2Value,1780277889227,2026-06-01 09:38:09,460,"{""time"": 1780277889227, ""value"": ""460""}"
CO2Value,1780277894249,2026-06-01 09:38:14,461,"{""time"": 1780277894249, ""value"": ""461""}"
CO2Value,1780277899214,2026-06-01 09:38:19,462,"{""time"": 1780277899214, ""value"": ""462""}"
CO2Value,1780277904235,2026-06-01 09:38:24,461,"{""time"": 1780277904235, ""value"": ""461""}"
CO2Value,1780277909233,2026-06-01 09:38:29,460,"{""time"": 1780277909233, ""value"": ""460""}"
CO2Value,1780277914239,2026-06-01 09:38:34,458,"{""time"": 1780277914239, ""value"": ""458""}"
CO2Value,1780277919213,2026-06-01 09:38:39,458,"{""time"": 1780277919213, ""value"": ""458""}"
CO2Value,1780277924219,2026-06-01 09:38:44,458,"{""time"": 1780277924219, ""value"": ""458""}"
CO2Value,1780277929223,2026-06-01 09:38:49,461,"{""time"": 1780277929223, ""value"": ""461""}"
CO2Value,1780277934240,2026-06-01 09:38:54,463,"{""time"": 1780277934240, ""value"": ""463""}"
CO2Value,1780277939228,2026-06-01 09:38:59,462,"{""time"": 1780277939228, ""value"": ""462""}"
CO2Value,1780277944219,2026-06-01 09:39:04,461,"{""time"": 1780277944219, ""value"": ""461""}"
CO2Value,1780277949211,2026-06-01 09:39:09,462,"{""time"": 1780277949211, ""value"": ""462""}"
